# Table format: 1D
     0.00000000000000e+00      1.00000000000000e+03
     1.00000000000000e-02      1.00000000000000e+03
     2.00000000000000e-02      1.00000000000000e+03
     3.00000000000000e-02      1.00000000000000e+03
     4.00000000000000e-02      1.00000000000000e+03
     5.00000000000000e-02      1.00000000000000e+03
     6.00000000000000e-02      1.00000000000000e+03
     7.00000000000000e-02      1.00000000000000e+03
     8.00000000000000e-02      1.00000000000000e+03
     9.00000000000000e-02      1.00000000000000e+03
     1.00000000000000e-01      1.00000000000000e+03
     1.10000000000000e-01      1.00000000000000e+03
     1.20000000000000e-01      1.00000000000000e+03
     1.30000000000000e-01      1.00000000000000e+03
     1.40000000000000e-01      1.00000000000000e+03
     1.50000000000000e-01      1.00000000000000e+03
     1.60000000000000e-01      1.00000000000000e+03
     1.70000000000000e-01      1.00000000000000e+03
     1.80000000000000e-01      1.00000000000000e+03
     1.90000000000000e-01      1.00000000000000e+03
     2.00000000000000e-01      1.00000000000000e+03
     2.10000000000000e-01      1.00000000000000e+03
     2.20000000000000e-01      1.00000000000000e+03
     2.30000000000000e-01      1.00000000000000e+03
     2.40000000000000e-01      1.00000000000000e+03
     2.50000000000000e-01      1.00000000000000e+03
     2.60000000000000e-01      1.00000000000000e+03
     2.70000000000000e-01      1.00000000000000e+03
     2.80000000000000e-01      1.00000000000000e+03
     2.90000000000000e-01      1.00000000000000e+03
     3.00000000000000e-01      1.00000000000000e+03
     3.10000000000000e-01      1.00000000000000e+03
     3.20000000000000e-01      1.00000000000000e+03
     3.30000000000000e-01      1.00000000000000e+03
     3.40000000000000e-01      1.00000000000000e+03
     3.50000000000000e-01      1.00000000000000e+03
     3.60000000000000e-01      1.00000000000000e+03
     3.70000000000000e-01      1.00000000000000e+03
     3.80000000000000e-01      1.00000000000000e+03
     3.90000000000000e-01      1.00000000000000e+03
     4.00000000000000e-01      1.00000000000000e+03
     4.10000000000000e-01      1.00000000000000e+03
     4.20000000000000e-01      1.00000000000000e+03
     4.30000000000000e-01      1.00000000000000e+03
     4.40000000000000e-01      1.00000000000000e+03
     4.50000000000000e-01      1.00000000000000e+03
     4.60000000000000e-01      1.00000000000000e+03
     4.70000000000000e-01      1.00000000000000e+03
     4.80000000000000e-01      1.00000000000000e+03
     4.90000000000000e-01      1.00000000000000e+03
     5.00000000000000e-01      1.00000000000000e+03
